quota_definition__sid,quota__order_number,quota__geographical_areas,quota__headings,quota__commodities,quota__measurement_unit,quota__monetary_unit,quota_definition__description,quota_definition__validity_start_date,quota_definition__validity_end_date,quota_definition__suspension_periods,quota_definition__blocking_periods,quota_definition__status,quota_definition__last_allocation_date,quota_definition__initial_volume,quota_definition__balance,quota_definition__fill_rate
21295,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Exhausted,24/08/2021,32637000,0,1
21296,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,15/10/2021,32637000,23449,0.999281521
21297,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Critical,02/03/2022,31927000,1490839,0.953304758
21298,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,32282000,#NA,0
21299,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,33616000,#NA,0
21300,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,33616000,#NA,0
21301,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,32885000,#NA,0
21302,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,33250000,#NA,0
21303,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,34530000,#NA,0
21304,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,34530000,#NA,0
21305,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,34154000,#NA,0
21306,58088,Taiwan,"7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated|7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated|7225 – Flat-rolled products of other alloy steel, of a width of 600 mm or more|7226 – Flat-rolled products of other alloy steel, of a width of less than 600 mm",7210200000|7210410000|7210490000|7210610000|7210690020|7210690080|7210908000|7212200000|7212300000|7212502000|7212503000|7212504000|7212506100|7212506900|7212509000|7225910000|7225920000|7225990000|7226991000|7226993000|7226997000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,34154000,#NA,0
21379,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,02/09/2021,6122000,288105,0.952939399
21380,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,23/12/2021,6122000,314027,0.948705162
21381,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Critical,31/01/2022,5989000,2845369,0.524900818
21382,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,6056000,#NA,0
21383,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,6306000,#NA,0
21384,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,6306000,#NA,0
21385,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,6169000,#NA,0
21386,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,6237000,#NA,0
21387,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,6477000,#NA,0
21388,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,6477000,#NA,0
21389,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,6407000,#NA,0
21390,58089,Russia,"7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",7214200000|7214991000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,6407000,#NA,0
21487,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,09/08/2021,2135000,2013130,0.057081967
21488,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,29/12/2021,2135000,2523815,0
21489,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,31/01/2022,2089000,4612815,0
21490,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,2112000,#NA,0
21491,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,2199000,#NA,0
21492,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,2199000,#NA,0
21493,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,2151000,#NA,0
21494,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,2175000,#NA,0
21495,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,2259000,#NA,0
21496,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,2259000,#NA,0
21497,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,2234000,#NA,0
21498,58090,United Arab Emirates,"7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",7306304100|7306304900|7306307200|7306307700,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,2234000,#NA,0
21547,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,29/09/2021,5790000,4559285.03,0.212558717
21548,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,30/12/2021,5790000,7831082.874,0
21549,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,22/03/2022,5664000,11650514.56,0
21550,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,5727000,#NA,0
21551,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,5963000,#NA,0
21552,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,5963000,#NA,0
21553,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,5834000,#NA,0
21554,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,5899000,#NA,0
21555,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,6125000,#NA,0
21556,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,6125000,#NA,0
21557,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,6059000,#NA,0
21558,58091,European Union,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,6059000,#NA,0
21559,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,28/06/2021,4584000,4584000,0
21560,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,12/11/2021,4584000,9168000,0
21561,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,31/01/2022,4485000,13653000,0
21562,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,4535000,#NA,0
21563,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,4722000,#NA,0
21564,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,4722000,#NA,0
21565,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,4619000,#NA,0
21566,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,4671000,#NA,0
21567,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,4850000,#NA,0
21568,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,4850000,#NA,0
21569,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,4798000,#NA,0
21570,58092,Indonesia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,4798000,#NA,0
21571,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,28/06/2021,2348000,2348000,0
21572,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,12/11/2021,2348000,4696000,0
21573,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,31/01/2022,2297000,6993000,0
21574,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,2323000,#NA,0
21575,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,2419000,#NA,0
21576,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,2419000,#NA,0
21577,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,2366000,#NA,0
21578,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,2393000,#NA,0
21579,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2023,30/09/2023,#NA,#NA,Future,#NA,2485000,#NA,0
21580,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2023,31/12/2023,#NA,#NA,Future,#NA,2485000,#NA,0
21581,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2024,31/03/2024,#NA,#NA,Future,#NA,2458000,#NA,0
21582,58093,Malaysia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2024,30/06/2024,#NA,#NA,Future,#NA,2458000,#NA,0
21583,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2021,30/09/2021,#NA,#NA,Closed,28/06/2021,1117000,1117000,0
21584,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2021,31/12/2021,#NA,#NA,Closed,12/11/2021,1117000,2234000,0
21585,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2022,31/03/2022,#NA,#NA,Open,31/01/2022,1093000,3327000,0
21586,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2022,30/06/2022,#NA,#NA,Future,#NA,1105000,#NA,0
21587,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/07/2022,30/09/2022,#NA,#NA,Future,#NA,1151000,#NA,0
21588,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/10/2022,31/12/2022,#NA,#NA,Future,#NA,1151000,#NA,0
21589,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/01/2023,31/03/2023,#NA,#NA,Future,#NA,1126000,#NA,0
21590,58094,Saudi Arabia,"7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",7305110000|7305120000,Kilogram (kg),#NA,#NA,01/04/2023,30/06/2023,#NA,#NA,Future,#NA,1138000,#NA,0
